customer_id,age,gender,region,avg_order_value,orders_per_month,recency_days,tenure_months,pref_electronics,pref_clothing,pref_home,pref_sports,email_open_rate,app_sessions_per_week,ltv,churn
1482,50,Female,West,484.48,2,101,21,0.542,0.402,0.279,0.585,0.038,1,25400.84,1
1483,71,Female,North,64.35,1,204,58,0.179,0.155,0.356,0.0,0.062,3,2881.63,0
1484,55,Male,East,54.25,1,37,4,0.362,0.188,0.558,0.194,0.417,0,50.0,0
1485,30,Male,South,119.09,0,104,69,0.511,0.035,0.496,0.088,0.123,2,50.0,0
1486,48,Female,West,56.19,2,72,7,0.165,0.326,0.464,0.283,0.142,2,50.0,0
1487,64,Male,North,163.31,0,205,35,0.337,0.476,0.278,0.064,0.105,4,50.0,1
1488,53,Male,East,68.45,0,99,36,0.165,0.08,0.257,0.233,0.238,1,50.0,0
1489,62,Male,North,121.71,2,4,15,0.291,0.28,0.399,0.385,0.257,1,6453.59,0
1490,41,Male,West,29.09,0,74,92,0.329,0.533,0.215,0.245,0.597,3,50.0,0
1491,69,Other,Central,169.73,1,46,2,0.486,0.246,0.595,0.093,0.18,1,444.64,0
1492,73,Male,North,126.46,0,0,57,0.575,0.046,0.221,0.357,0.318,2,50.0,1
1493,32,Female,Central,39.03,1,17,5,0.508,0.287,0.526,0.016,0.459,1,50.0,0
1494,46,Male,East,32.56,0,152,71,0.481,0.218,0.566,0.06,0.137,1,50.0,1
1495,25,Other,North,50.42,2,156,86,0.259,0.133,0.193,0.127,0.165,1,8050.26,0
1496,22,Male,South,318.61,3,96,113,0.124,0.395,0.514,0.366,0.287,1,117131.83,0
1497,46,Male,North,43.75,1,240,95,0.062,0.163,0.289,0.01,0.299,1,4436.54,1
1498,64,Female,West,68.72,1,98,32,0.484,0.535,0.395,0.579,0.497,1,2217.19,0
1499,21,Female,West,22.44,0,0,72,0.485,0.28,0.525,0.121,0.242,0,50.0,0
1500,29,Male,North,60.5,1,20,41,0.263,0.41,0.137,0.13,0.1,1,2170.86,1
1501,62,Male,East,87.76,2,1,42,0.542,0.368,0.275,0.389,0.227,2,6840.08,0
1502,19,Male,West,264.82,0,5,75,0.248,0.059,0.417,0.201,0.348,4,166.52,0
1503,44,Male,Central,78.18,0,14,65,0.36,0.159,0.008,0.101,0.178,1,50.0,0
1504,48,Male,East,156.79,2,42,111,0.59,0.237,0.386,0.038,0.142,1,41759.01,0
1505,68,Female,Central,83.37,0,112,40,0.048,0.172,0.18,0.072,0.244,5,1042.42,1
1506,68,Male,East,23.33,1,118,83,0.291,0.328,0.392,0.025,0.11,1,1995.52,0
1507,53,Male,South,50.27,2,57,108,0.389,0.275,0.622,0.092,0.336,1,12516.05,1
1508,53,Female,West,88.56,1,158,38,0.116,0.185,0.307,0.038,0.103,1,2427.26,1
1509,43,Other,East,260.61,1,41,42,0.379,0.364,0.12,0.211,0.182,2,11077.62,0
1510,60,Female,East,176.79,3,131,37,0.131,0.181,0.363,0.181,0.077,3,21726.65,1
1511,44,Male,East,40.74,1,36,56,0.354,0.457,0.125,0.384,0.345,1,3477.32,1
1512,22,Male,West,39.89,1,19,71,0.289,0.528,0.332,0.142,0.344,0,4451.06,0
1513,37,Female,West,37.97,2,148,103,0.492,0.232,0.284,0.497,0.496,1,11314.57,0
1514,28,Male,South,224.6,0,29,55,0.135,0.327,0.558,0.005,0.22,4,50.0,0
1515,79,Male,South,173.2,1,41,89,0.188,0.342,0.639,0.301,0.252,0,17142.02,0
1516,27,Female,East,139.29,3,23,54,0.446,0.318,0.335,0.425,0.208,2,27424.67,0
1517,57,Female,East,59.9,1,65,22,0.136,0.323,0.048,0.128,0.225,2,3379.86,0
1518,55,Female,North,76.16,0,318,27,0.296,0.123,0.326,0.167,0.081,1,1113.69,1
1519,23,Male,West,69.94,2,1,105,0.364,0.079,0.256,0.276,0.268,3,15483.61,1
1520,25,Male,East,43.38,0,138,47,0.284,0.862,0.368,0.48,0.258,2,1674.0,1
1521,40,Other,South,76.26,3,0,38,0.425,0.306,0.132,0.052,0.024,1,10940.83,0
1522,64,Male,North,22.48,3,27,112,0.515,0.268,0.286,0.179,0.193,4,9198.0,0
1523,43,Female,North,31.31,0,11,39,0.369,0.284,0.168,0.091,0.703,0,50.0,0
1524,63,Female,Central,194.14,1,84,15,0.108,0.323,0.092,0.281,0.27,1,4658.62,0
1525,60,Female,South,131.44,0,3,119,0.198,0.105,0.514,0.267,0.329,3,2797.37,1
1526,29,Male,North,63.97,3,48,66,0.184,0.264,0.566,0.128,0.117,1,13542.47,0
1527,43,Male,East,78.24,2,20,61,0.392,0.178,0.092,0.452,0.378,0,11014.44,1
1528,30,Female,South,56.96,1,8,60,0.18,0.078,0.328,0.362,0.053,3,4151.74,1
1529,57,Female,North,128.01,1,88,8,0.035,0.481,0.081,0.059,0.212,0,50.0,0
1530,79,Female,South,142.67,2,14,44,0.547,0.511,0.777,0.019,0.135,1,15281.07,1
1531,35,Male,East,135.27,4,15,43,0.113,0.376,0.437,0.186,0.165,3,25566.37,0
1532,42,Male,East,122.59,0,19,6,0.227,0.274,0.026,0.439,0.348,2,1943.88,0
1533,50,Female,South,38.3,0,53,84,0.367,0.104,0.576,0.441,0.839,0,50.0,0
1534,64,Female,South,53.0,0,64,27,0.228,0.58,0.244,0.026,0.244,2,487.96,0
1535,57,Female,Central,70.77,0,1,45,0.236,0.069,0.739,0.222,0.417,1,50.0,1
1536,77,Male,South,52.13,1,16,23,0.792,0.209,0.648,0.589,0.221,1,2405.29,0
1537,60,Female,South,132.5,0,33,112,0.195,0.577,0.038,0.001,0.37,2,50.0,0
1538,29,Female,North,51.96,0,24,104,0.546,0.263,0.17,0.474,0.367,1,939.4,0
1539,61,Female,East,31.9,2,129,81,0.194,0.142,0.612,0.087,0.575,1,4846.88,1
1540,53,Male,West,60.74,1,92,13,0.482,0.47,0.323,0.181,0.048,1,50.0,0
1541,65,Male,North,332.62,2,58,68,0.095,0.801,0.302,0.041,0.02,1,49377.63,1
1542,21,Female,West,40.48,2,24,84,0.129,0.326,0.553,0.437,0.281,0,8828.52,1
1543,22,Male,North,95.77,1,72,106,0.461,0.556,0.132,0.36,0.441,0,11956.34,0
1544,73,Male,South,65.39,0,111,64,0.2,0.328,0.218,0.509,0.307,0,50.0,1
1545,54,Female,West,25.89,0,54,25,0.697,0.454,0.181,0.038,0.221,0,300.46,1
1546,25,Male,South,73.54,0,92,86,0.312,0.332,0.133,0.208,0.139,0,77.37,0
1547,59,Female,East,116.9,0,82,52,0.34,0.799,0.311,0.369,0.053,1,502.11,1
1548,66,Male,North,77.6,1,50,48,0.198,0.027,0.008,0.255,0.279,1,4107.44,1
1549,45,Female,West,184.52,1,22,61,0.097,0.429,0.32,0.085,0.23,2,15260.64,0
1550,48,Other,North,47.28,7,82,17,0.229,0.034,0.367,0.166,0.26,2,7387.3,1
1551,75,Male,Central,27.22,1,13,40,0.04,0.273,0.474,0.668,0.152,1,2053.72,0
1552,26,Male,North,240.62,1,90,75,0.415,0.283,0.321,0.146,0.11,1,21623.62,0
1553,71,Male,Central,58.01,2,97,89,0.168,0.328,0.077,0.31,0.512,0,11615.4,0
1554,68,Male,South,88.72,5,103,69,0.308,0.159,0.284,0.112,0.405,0,33621.38,1
1555,46,Female,West,145.62,0,38,85,0.362,0.475,0.201,0.082,0.704,1,703.42,0
1556,31,Female,South,51.36,3,12,26,0.171,0.14,0.459,0.435,0.305,2,2995.31,0
1557,57,Male,Central,120.75,0,6,80,0.32,0.2,0.551,0.389,0.489,2,50.0,0
1558,58,Male,North,31.64,1,81,56,0.222,0.165,0.642,0.295,0.239,0,1588.76,0
1559,39,Male,North,47.55,0,130,40,0.206,0.525,0.41,0.084,0.203,2,388.41,1
1560,28,Female,East,32.51,0,63,85,0.3,0.144,0.65,0.315,0.222,1,50.0,1
1561,40,Male,North,153.38,0,9,112,0.198,0.816,0.118,0.061,0.17,2,510.28,1
1562,18,Female,North,40.15,1,163,96,0.583,0.211,0.267,0.169,0.191,1,3218.57,0
1563,63,Female,Central,121.1,0,271,68,0.088,0.247,0.073,0.323,0.43,2,50.0,0
1564,54,Female,Central,249.6,2,34,102,0.253,0.411,0.277,0.117,0.402,1,55317.15,0
1565,38,Male,South,80.02,0,54,117,0.104,0.39,0.474,0.41,0.448,5,195.41,0
1566,43,Female,Central,82.13,0,90,8,0.694,0.59,0.361,0.212,0.222,0,1682.93,1
1567,63,Male,East,69.45,0,79,73,0.546,0.525,0.561,0.369,0.237,1,76.66,1
1568,53,Male,South,51.55,0,206,45,0.517,0.149,0.408,0.017,0.181,0,1082.88,0
1569,71,Female,West,71.65,1,7,17,0.021,0.354,0.275,0.035,0.267,1,2308.2,0
1570,40,Female,West,93.87,2,52,41,0.342,0.383,0.637,0.174,0.194,3,8548.62,1
1571,74,Male,Central,361.45,2,70,77,0.24,0.066,0.335,0.038,0.287,1,60683.62,0
1572,18,Male,South,242.15,1,132,9,0.461,0.232,0.242,0.009,0.39,0,1258.52,0
1573,71,Male,West,178.53,0,124,70,0.266,0.131,0.107,0.018,0.22,2,50.0,1
1574,72,Male,North,195.95,2,229,91,0.218,0.342,0.048,0.76,0.219,0,39255.68,1
1575,68,Male,North,70.47,2,43,106,0.369,0.065,0.199,0.174,0.309,1,15769.51,0
1576,57,Male,North,105.71,4,106,101,0.406,0.121,0.852,0.192,0.105,1,48536.59,0
1577,32,Male,Central,200.35,1,33,103,0.267,0.347,0.59,0.052,0.08,3,22317.14,0
1578,38,Female,West,59.93,0,32,107,0.419,0.167,0.407,0.091,0.185,2,951.52,0
1579,64,Female,West,281.12,1,17,24,0.244,0.081,0.729,0.037,0.279,0,6054.84,1
1580,26,Female,East,63.0,1,102,73,0.346,0.406,0.145,0.44,0.227,3,4483.31,1
1581,70,Male,South,93.52,1,255,106,0.674,0.414,0.403,0.072,0.31,0,12327.86,0
1582,26,Female,North,118.98,1,17,11,0.262,0.317,0.14,0.005,0.139,1,435.9,1
1583,27,Female,South,260.61,1,3,35,0.436,0.225,0.139,0.088,0.245,1,12235.96,1
1584,69,Female,South,42.44,1,101,29,0.386,0.309,0.624,0.35,0.566,0,50.0,0
1585,74,Female,West,129.67,0,58,8,0.213,0.092,0.315,0.412,0.711,2,50.0,0
1586,70,Female,East,78.85,0,192,17,0.302,0.476,0.579,0.031,0.088,0,226.99,1
1587,43,Female,North,45.02,3,17,71,0.185,0.529,0.386,0.138,0.09,1,12341.43,0
1588,58,Male,North,139.91,2,4,12,0.166,0.251,0.455,0.117,0.483,4,2009.36,0
1589,52,Female,North,84.28,1,40,112,0.234,0.483,0.355,0.408,0.103,1,9544.75,0
1590,69,Female,South,106.53,0,5,79,0.103,0.094,0.293,0.412,0.247,2,50.0,0
1591,42,Female,Central,51.2,0,18,117,0.373,0.87,0.747,0.027,0.639,2,1527.96,0
1592,43,Female,East,72.51,0,8,93,0.247,0.284,0.183,0.037,0.221,0,743.63,0
1593,28,Male,West,96.85,1,15,109,0.656,0.208,0.602,0.252,0.146,1,12051.93,0
1594,55,Male,East,61.52,0,6,50,0.164,0.272,0.27,0.463,0.154,1,1153.02,1
1595,19,Female,South,37.69,1,184,114,0.541,0.589,0.273,0.513,0.458,1,5555.7,0
1596,24,Female,North,280.86,0,19,24,0.738,0.564,0.138,0.322,0.239,1,129.32,0
1597,35,Female,Central,77.31,1,35,37,0.344,0.321,0.407,0.115,0.287,2,3656.43,0
1598,44,Male,West,125.92,1,137,78,0.233,0.2,0.038,0.282,0.113,1,9783.2,1
1599,51,Male,North,62.35,2,67,11,0.269,0.14,0.268,0.075,0.422,3,1843.86,0
1600,44,Female,East,55.1,3,57,99,0.433,0.497,0.114,0.431,0.137,0,19018.16,0
1601,34,Female,East,61.83,4,73,81,0.326,0.497,0.851,0.379,0.38,2,25741.06,1
1602,60,Female,East,62.1,3,105,59,0.086,0.406,0.663,0.389,0.11,1,13369.54,1
1603,76,Male,Central,82.85,1,126,55,0.11,0.392,0.387,0.31,0.131,0,4692.15,0
1604,61,Female,East,82.73,1,61,27,0.6,0.192,0.036,0.284,0.148,1,3106.08,0
1605,76,Male,East,75.0,2,132,108,0.053,0.266,0.138,0.15,0.366,2,15871.58,0
1606,68,Female,North,31.58,2,45,67,0.166,0.546,0.096,0.041,0.209,2,5013.58,1
1607,71,Male,North,74.83,1,19,119,0.551,0.382,0.646,0.181,0.173,2,9560.39,1
1608,41,Male,North,34.82,0,127,60,0.289,0.444,0.543,0.073,0.42,1,50.0,1
1609,42,Female,North,30.79,2,46,2,0.561,0.352,0.406,0.279,0.311,1,739.24,0
1610,24,Female,West,235.82,0,141,68,0.355,0.409,0.228,0.161,0.137,2,50.0,0
1611,69,Male,West,94.3,2,2,18,0.19,0.66,0.322,0.147,0.158,4,2826.26,0
1612,23,Female,North,106.18,0,30,20,0.269,0.164,0.199,0.182,0.104,3,50.0,1
1613,70,Male,West,61.11,2,177,85,0.089,0.391,0.473,0.124,0.179,0,10954.39,1
1614,41,Male,North,211.73,2,17,63,0.324,0.43,0.197,0.387,0.136,1,31799.6,0
1615,50,Male,South,101.27,3,170,78,0.333,0.335,0.171,0.165,0.398,1,28034.08,0
1616,66,Male,North,137.29,3,184,72,0.014,0.112,0.398,0.068,0.221,0,29665.37,1
1617,46,Female,South,56.78,1,128,2,0.106,0.23,0.212,0.154,0.188,0,1477.68,0
1618,60,Male,South,277.53,0,49,90,0.049,0.411,0.163,0.384,0.339,2,50.0,1
1619,39,Female,East,157.39,1,62,83,0.406,0.362,0.02,0.334,0.505,0,15287.03,0
1620,43,Female,South,173.9,1,122,42,0.495,0.077,0.144,0.227,0.265,3,8381.31,0
1621,45,Male,Central,35.12,2,89,28,0.122,0.224,0.327,0.255,0.195,5,2775.02,0
1622,67,Female,North,45.28,1,59,29,0.009,0.224,0.598,0.041,0.665,2,471.93,0
1623,38,Male,North,46.91,1,241,69,0.366,0.268,0.196,0.336,0.245,0,3198.4,1
1624,66,Female,North,45.28,0,69,107,0.301,0.188,0.265,0.113,0.365,2,1115.91,0
1625,24,Male,East,174.71,1,222,28,0.47,0.176,0.196,0.078,0.282,1,5239.28,1
1626,34,Male,North,22.59,1,3,60,0.213,0.33,0.318,0.214,0.223,2,818.36,1
1627,37,Male,West,26.33,1,8,105,0.285,0.667,0.662,0.044,0.77,3,1668.41,1
1628,58,Male,East,45.61,3,36,112,0.121,0.291,0.462,0.185,0.417,3,16849.35,0
1629,66,Male,East,37.84,1,29,90,0.541,0.468,0.448,0.089,0.534,1,3036.41,0
1630,37,Female,East,41.1,0,91,5,0.529,0.313,0.401,0.011,0.651,3,1615.37,1
1631,71,Female,North,147.94,1,10,15,0.566,0.19,0.57,0.003,0.161,3,3188.57,1
1632,39,Female,North,86.25,2,224,110,0.223,0.358,0.113,0.017,0.112,0,19589.83,1
1633,45,Female,South,20.46,1,22,73,0.304,0.291,0.389,0.44,0.558,3,1866.95,1
1634,78,Male,East,64.87,2,33,32,0.039,0.375,0.186,0.097,0.138,1,3695.98,1
1635,57,Male,North,61.92,2,19,52,0.193,0.153,0.131,0.003,0.121,3,7588.51,0
1636,66,Male,North,29.68,2,51,90,0.107,0.414,0.341,0.302,0.548,0,5444.31,1
1637,24,Male,Central,110.2,0,3,37,0.301,0.529,0.264,0.114,0.266,2,2271.88,0
1638,18,Female,North,116.88,0,9,15,0.395,0.424,0.124,0.287,0.136,2,2228.21,0
1639,49,Female,West,122.09,0,82,41,0.373,0.252,0.438,0.265,0.586,2,50.0,1
1640,30,Male,West,124.29,2,12,4,0.346,0.303,0.501,0.521,0.499,0,984.38,1
1641,47,Male,South,20.0,0,16,117,0.348,0.076,0.173,0.137,0.021,1,796.57,1
1642,40,Female,North,266.19,4,94,53,0.369,0.263,0.425,0.426,0.372,1,63594.08,0
1643,68,Female,North,154.65,0,5,100,0.304,0.262,0.29,0.3,0.159,1,50.0,1
1644,76,Male,West,207.46,0,34,84,0.189,0.474,0.15,0.111,0.472,0,50.0,1
1645,73,Female,East,21.26,0,1,27,0.108,0.212,0.143,0.24,0.516,1,50.0,0
1646,36,Female,West,237.28,1,25,21,0.351,0.477,0.506,0.271,0.237,1,6605.07,1
1647,79,Male,Central,152.77,1,72,60,0.084,0.348,0.14,0.197,0.272,4,9831.87,0
1648,49,Male,West,165.23,1,5,86,0.37,0.362,0.355,0.178,0.38,1,15625.93,1
1649,47,Female,North,27.83,0,131,64,0.487,0.753,0.171,0.267,0.422,1,724.45,0
1650,46,Female,North,127.39,1,144,71,0.166,0.478,0.394,0.203,0.473,1,7919.94,1
1651,66,Female,West,277.34,0,6,47,0.343,0.365,0.282,0.212,0.045,3,50.0,1
1652,62,Male,North,110.79,4,280,54,0.517,0.043,0.122,0.207,0.373,1,27769.81,0
1653,46,Male,North,87.62,1,21,31,0.055,0.173,0.196,0.194,0.287,0,1626.12,1
1654,47,Female,West,252.95,0,5,17,0.172,0.194,0.238,0.255,0.292,3,617.68,1
1655,33,Female,South,66.81,0,0,50,0.139,0.235,0.288,0.68,0.339,0,935.53,0
1656,57,Male,Central,93.16,1,31,7,0.216,0.373,0.63,0.101,0.169,1,858.69,1
1657,36,Female,West,71.75,1,59,83,0.365,0.123,0.098,0.229,0.537,1,6065.25,1
1658,35,Female,North,236.06,1,24,28,0.435,0.482,0.7,0.119,0.232,1,6968.13,0
1659,18,Female,Central,26.33,1,108,10,0.05,0.187,0.587,0.747,0.287,1,258.21,0
1660,31,Female,South,75.63,1,75,27,0.266,0.259,0.416,0.225,0.525,2,1520.59,0
1661,68,Female,South,112.91,0,25,13,0.05,0.237,0.054,0.023,0.209,3,130.24,0
1662,64,Male,South,145.58,2,79,66,0.64,0.24,0.091,0.328,0.29,1,24445.32,1
1663,67,Female,North,89.98,0,169,86,0.636,0.281,0.299,0.113,0.641,3,719.82,0
1664,19,Male,East,211.68,0,5,84,0.214,0.659,0.209,0.072,0.279,0,50.0,0
1665,71,Female,North,247.77,3,21,60,0.076,0.446,0.162,0.449,0.256,2,48060.74,0
1666,45,Male,South,25.32,4,37,43,0.196,0.317,0.32,0.361,0.042,1,4780.1,1
1667,66,Female,South,61.18,3,41,69,0.065,0.308,0.101,0.091,0.193,1,13635.29,1
1668,67,Male,West,21.9,0,46,63,0.296,0.07,0.366,0.023,0.162,1,202.02,0
1669,47,Male,West,51.97,1,21,70,0.274,0.297,0.81,0.346,0.123,2,6248.08,0
1670,55,Male,North,81.58,2,66,99,0.414,0.168,0.306,0.066,0.262,1,18829.8,1
1671,68,Male,South,213.35,0,62,65,0.165,0.219,0.753,0.095,0.396,3,1234.54,0
1672,21,Female,South,169.95,0,51,99,0.158,0.769,0.037,0.003,0.134,3,50.0,1
1673,18,Female,North,30.91,0,7,67,0.163,0.549,0.311,0.051,0.153,2,839.43,0
1674,25,Female,West,27.81,3,38,54,0.15,0.424,0.257,0.041,0.49,0,4595.69,1
1675,46,Male,West,91.19,1,26,36,0.303,0.136,0.469,0.651,0.072,1,4075.74,1
1676,72,Male,North,80.76,1,40,71,0.38,0.08,0.201,0.24,0.378,1,6558.03,0
1677,56,Male,South,44.78,0,152,93,0.362,0.196,0.261,0.478,0.134,0,50.0,1
1678,20,Male,North,203.77,0,39,15,0.464,0.095,0.261,0.323,0.243,1,1918.99,0
1679,49,Female,East,229.79,0,0,75,0.327,0.45,0.354,0.119,0.554,5,50.0,0
1680,27,Male,North,61.22,0,34,18,0.222,0.473,0.113,0.253,0.524,2,50.0,0
1681,27,Male,Central,196.8,1,103,108,0.574,0.667,0.216,0.006,0.268,1,25974.28,0
1682,36,Male,West,58.75,4,90,4,0.36,0.389,0.36,0.248,0.101,1,290.14,0
1683,63,Male,South,126.79,1,43,88,0.065,0.182,0.209,0.073,0.169,3,10823.21,0
1684,51,Female,East,71.69,3,17,11,0.481,0.219,0.934,0.345,0.142,0,2956.71,0
1685,77,Female,Central,30.46,1,37,6,0.077,0.401,0.144,0.394,0.268,3,516.34,0
1686,50,Male,East,230.41,0,49,51,0.155,0.499,0.249,0.134,0.284,1,50.0,1
1687,40,Male,North,68.43,3,537,58,0.432,0.434,0.082,0.186,0.549,0,13770.5,1
1688,72,Male,South,126.09,3,61,60,0.234,0.409,0.189,0.096,0.551,0,24908.95,0
1689,45,Male,West,56.6,1,71,18,0.128,0.071,0.24,0.182,0.143,2,858.81,1
1690,49,Male,East,21.52,1,40,79,0.191,0.433,0.217,0.103,0.199,0,2729.12,1
1691,67,Female,West,28.48,0,26,67,0.456,0.646,0.404,0.54,0.122,2,1878.55,1
1692,24,Female,Central,74.85,2,100,17,0.154,0.38,0.631,0.059,0.003,4,3387.73,0
1693,46,Female,Central,113.69,2,40,97,0.19,0.149,0.596,0.054,0.322,2,26138.74,0
1694,25,Male,Central,52.61,1,314,34,0.694,0.257,0.783,0.144,0.114,1,50.0,1
1695,18,Male,North,115.12,1,36,30,0.232,0.047,0.725,0.382,0.553,2,3292.03,1
1696,74,Female,East,115.95,1,4,19,0.159,0.244,0.779,0.05,0.268,0,1477.17,1
1697,72,Female,West,117.37,0,68,9,0.648,0.11,0.111,0.332,0.083,3,1540.97,1
1698,20,Female,West,74.26,1,2,40,0.362,0.122,0.385,0.098,0.413,0,4092.08,0
1699,41,Male,East,217.1,0,17,44,0.507,0.203,0.256,0.35,0.051,1,134.23,0
1700,40,Female,North,73.74,0,26,95,0.241,0.141,0.155,0.568,0.293,2,962.76,1
1701,76,Male,West,67.87,2,80,59,0.34,0.207,0.134,0.228,0.338,0,10580.58,0
1702,78,Female,West,37.79,3,40,91,0.582,0.376,0.359,0.124,0.278,3,11625.84,0
1703,25,Female,North,49.41,2,1,111,0.464,0.544,0.293,0.495,0.087,1,12215.92,1
1704,71,Female,East,23.46,2,57,25,0.368,0.257,0.377,0.435,0.658,2,1089.89,0
1705,74,Male,North,100.31,1,31,119,0.187,0.554,0.447,0.214,0.421,1,13565.12,0
1706,64,Female,South,42.86,0,152,71,0.267,0.325,0.146,0.293,0.168,1,670.14,0
1707,54,Male,North,49.01,0,41,53,0.386,0.399,0.12,0.014,0.028,1,99.73,0
1708,20,Male,South,137.86,3,74,48,0.188,0.304,0.474,0.134,0.01,0,21786.15,0
1709,68,Male,East,51.71,2,14,71,0.183,0.24,0.3,0.324,0.205,0,8720.12,1
1710,50,Female,East,42.19,1,85,84,0.437,0.498,0.597,0.011,0.135,2,4802.62,0
1711,45,Male,West,34.82,0,76,53,0.435,0.243,0.139,0.02,0.524,1,50.0,1
1712,64,Male,West,139.28,2,140,108,0.258,0.551,0.468,0.187,0.328,1,34912.47,0
1713,25,Female,North,31.11,0,2,49,0.148,0.154,0.317,0.473,0.127,4,50.0,0
1714,51,Male,North,68.37,0,35,43,0.521,0.699,0.232,0.028,0.374,0,50.0,1
1715,52,Female,Central,76.57,0,68,100,0.347,0.187,0.236,0.053,0.152,3,2197.06,0
1716,49,Male,North,113.02,0,6,19,0.143,0.142,0.507,0.251,0.568,0,50.0,1
1717,41,Male,Central,100.25,1,31,66,0.682,0.303,0.17,0.146,0.496,2,8518.59,0
1718,31,Female,West,153.16,2,170,34,0.411,0.252,0.704,0.201,0.206,4,12090.37,1
1719,49,Male,East,23.66,0,34,81,0.147,0.6,0.206,0.183,0.549,3,1175.4,0
1720,73,Male,Central,48.13,0,253,88,0.158,0.177,0.478,0.412,0.483,0,2446.22,0
1721,63,Female,North,46.3,1,3,73,0.171,0.385,0.583,0.271,0.432,0,4957.37,1
1722,60,Female,South,32.63,0,75,54,0.336,0.551,0.313,0.198,0.377,3,292.76,1
1723,33,Female,East,47.31,0,52,1,0.164,0.188,0.125,0.016,0.195,2,517.27,1
1724,21,Male,South,49.66,4,41,106,0.35,0.071,0.068,0.147,0.186,4,22782.07,0
1725,69,Male,Central,79.03,1,212,92,0.358,0.066,0.156,0.004,0.261,2,8606.48,1
1726,54,Female,North,107.18,0,8,55,0.13,0.356,0.303,0.505,0.752,3,1207.92,0
1727,71,Female,East,58.38,0,135,15,0.225,0.375,0.157,0.348,0.247,1,1655.99,0
1728,38,Female,East,121.69,0,70,85,0.2,0.565,0.819,0.182,0.271,2,50.0,1
1729,31,Female,West,52.78,0,17,15,0.246,0.278,0.174,0.043,0.071,1,705.94,0
1730,48,Female,South,47.43,0,139,23,0.129,0.177,0.773,0.729,0.295,0,50.0,1
1731,72,Female,South,82.33,1,33,117,0.175,0.099,0.298,0.252,0.185,0,9991.4,0
1732,65,Male,West,21.92,2,100,66,0.136,0.271,0.652,0.202,0.494,1,2816.74,1
1733,35,Female,North,26.65,1,29,46,0.291,0.715,0.164,0.284,0.205,1,2977.6,0
1734,24,Male,West,63.3,0,114,100,0.235,0.239,0.225,0.049,0.212,0,50.0,0
1735,27,Male,East,249.05,0,60,114,0.538,0.106,0.449,0.14,0.328,2,1806.99,0
1736,24,Female,West,122.27,2,9,9,0.523,0.377,0.167,0.364,0.388,1,1267.59,0
1737,50,Female,West,27.38,0,62,66,0.29,0.397,0.282,0.46,0.061,1,50.0,0
1738,40,Male,North,169.83,1,12,66,0.422,0.429,0.241,0.143,0.455,3,15060.34,0
1739,38,Male,East,125.43,1,31,18,0.338,0.244,0.124,0.354,0.47,1,172.24,0
1740,36,Male,Central,95.52,1,11,17,0.126,0.066,0.396,0.229,0.528,0,458.71,0
1741,65,Female,South,157.31,1,1,105,0.209,0.461,0.242,0.041,0.431,2,19256.1,0
1742,78,Female,Central,61.42,2,14,72,0.252,0.298,0.133,0.691,0.316,2,8027.47,0
1743,36,Male,East,40.03,6,46,98,0.317,0.359,0.411,0.044,0.026,1,28959.9,0
1744,53,Male,North,77.4,4,39,34,0.259,0.582,0.079,0.248,0.258,1,11767.72,1
1745,46,Female,South,83.67,3,41,69,0.388,0.317,0.039,0.532,0.434,0,20138.06,0
1746,77,Male,Central,81.83,4,17,64,0.151,0.304,0.627,0.121,0.161,3,22805.04,1
1747,35,Female,South,86.61,0,69,44,0.571,0.4,0.162,0.111,0.281,0,50.0,1
1748,19,Other,Central,257.61,2,73,29,0.345,0.281,0.638,0.094,0.107,2,18191.25,0
1749,18,Male,Central,206.02,0,26,62,0.41,0.45,0.414,0.492,0.194,1,50.0,0
1750,64,Female,South,186.82,4,127,92,0.072,0.35,0.505,0.402,0.072,1,72151.02,0
1751,22,Male,North,149.32,1,61,16,0.334,0.285,0.168,0.405,0.457,1,2702.09,1
1752,37,Male,West,249.78,1,74,78,0.58,0.475,0.408,0.213,0.201,1,23285.27,0
1753,28,Female,South,28.3,2,19,52,0.157,0.42,0.168,0.26,0.419,1,1379.15,1
1754,59,Male,West,44.64,1,0,2,0.319,0.328,0.544,0.206,0.227,3,530.08,0
1755,19,Other,South,74.66,1,120,104,0.287,0.178,0.136,0.208,0.56,1,8212.6,0
1756,20,Female,East,169.94,0,103,61,0.252,0.49,0.306,0.14,0.696,1,50.0,0
1757,40,Male,West,76.28,1,7,4,0.266,0.133,0.079,0.225,0.196,1,2579.44,0
1758,72,Male,South,130.28,2,28,52,0.092,0.076,0.363,0.329,0.16,0,14648.08,0
1759,29,Male,South,31.97,0,64,41,0.377,0.289,0.126,0.26,0.127,0,50.0,1
1760,37,Male,South,43.27,2,63,52,0.162,0.567,0.189,0.218,0.416,1,4701.39,0
1761,22,Male,South,125.27,2,118,31,0.374,0.558,0.241,0.226,0.459,1,8181.87,0
1762,54,Male,East,34.4,0,9,26,0.449,0.569,0.075,0.314,0.144,1,50.0,0
1763,55,Male,West,54.63,2,33,27,0.173,0.245,0.365,0.028,0.481,2,2224.96,0
1764,47,Female,South,44.62,2,6,51,0.306,0.262,0.722,0.288,0.236,0,5171.42,1
1765,26,Female,East,54.45,3,29,98,0.669,0.538,0.232,0.064,0.109,2,19126.38,1
1766,51,Female,West,118.57,1,0,95,0.317,0.202,0.604,0.114,0.195,0,11275.75,1
